Date,Stock_Price,RV,IV,RV_Long_Term,Volume,PE,Trend,DtE,DtD,HML,SMB,MKR,MK_IV,RFR,INFL
2011-02-10,10.826358795166016,15.349244250156,27.337926634203964,24.981700487214102,928550000.0,14.483420585708872,35.892857142857146,49,55,-0.003,0.0034000000000000002,1.617726217876763,16.09000015258789,0.003,2.31
2011-02-11,10.896899223327637,15.196545423236415,19.1388494001586,24.977330211074506,367572800.0,14.577789051476927,36.214285714285715,48,55,0.0052,0.0039000000000000003,1.497044012339694,15.6899995803833,0.003,2.28
2011-02-22,10.339914321899414,28.032973510481074,43.07374704821273,25.284131272099962,872555600.0,13.8326600243814,39.75,41,55,-0.0031,-0.0051,-2.9238124031418673,20.799999237060547,0.0028000000000000004,2.34
2011-02-23,10.46236801147461,31.683082562388904,32.000477657352135,25.25192695743581,671854400.0,13.9964738418426,40.07142857142857,40,55,0.0042,-0.0116,-2.4279595103815534,22.1299991607666,0.0027,2.39
2011-02-24,10.470303535461426,29.05292240940682,25.561709690574126,25.248185181675293,499900800.0,14.007097582354593,40.392857142857146,39,55,-0.0034999999999999996,0.0072,-2.842045442239801,21.31999969482422,0.0026,2.41
2011-02-25,10.631537437438965,34.48543507641331,36.6039,25.259591878263336,380018800.0,14.222791282628291,40.714285714285715,38,55,0.0025,0.0101,-1.395579856526624,19.219999313354492,0.0027,2.4
2011-02-28,10.785744667053223,33.4086455623984,26.80213398816962,25.21763346749683,403074000.0,14.429091131408079,41.67857142857143,37,55,0.0024,-0.0044,0.4242146633580466,18.350000381469727,0.0025,2.39
2011-03-01,10.666657447814941,17.9213525032861,33.27419394986578,25.250629070780317,456136800.0,14.269769470827235,42.0,36,55,-0.0005,-0.003,1.5857629200229924,21.010000228881836,0.0025,2.41
2011-03-02,10.752459526062012,17.378180973592443,25.621855531197298,25.257678808485924,602590800.0,14.384559963060461,41.806451612903224,35,55,-0.0028000000000000004,0.0032,1.3943454704487008,20.700000762939453,0.0026,2.45
2011-03-03,10.979652404785156,19.672681254183665,23.17688168443785,25.32397850908157,500788400.0,14.688500752018445,41.61290322580645,34,55,-0.0005,0.0045000000000000005,2.420988913874288,18.600000381469727,0.0029,2.49
2011-03-04,10.993085861206055,19.601294450621708,34.17829999999999,25.061348926532112,453266800.0,14.706470655358356,41.41935483870968,33,55,-0.0055000000000000005,0.0028000000000000004,1.7065756176398321,19.059999465942383,0.0026,2.49
2011-03-07,10.851399421691895,22.26781575638117,25.72346199963782,25.105525553010988,546123200.0,14.516923579085232,40.83870967741935,32,55,0.0009,-0.0074,0.3259221469690562,20.65999984741211,0.0025,2.51
2011-03-08,10.863614082336426,19.5306119431972,22.63774629852275,25.05479842310493,356316800.0,14.533264262221728,40.645161290322584,31,55,0.0069,0.0044,0.9391731023152727,19.81999969482422,0.0026,2.55
2011-03-09,10.763147354125977,20.9148419358416,26.02340634610193,25.071545967684095,453306000.0,14.398860612441862,40.45161290322581,30,55,0.0033,-0.0026,0.06760903041600619,20.219999313354492,0.0026,2.5
2011-03-10,10.586037635803223,12.947808671811318,30.19922481635917,25.13849953877211,507539200.0,14.161921982781145,40.25806451612903,29,55,-0.0032,-0.0075,-1.8266266717151587,21.8799991607666,0.0025,2.46
2011-03-11,10.748488426208496,20.419464623233345,24.35397672062716,25.172912064886983,471080400.0,14.37925383398764,40.064516129032256,28,55,0.0014000000000000002,-0.0033,-1.1148679989727945,20.079999923706055,0.0024,2.44
2011-03-21,10.36098575592041,45.51287766705699,28.73379529638577,25.829878860377146,409402000.0,13.860847957955555,38.12903225806451,22,55,-0.0024,0.009899999999999999,-1.9842337517998105,20.610000610351562,0.0025,2.44
2011-03-22,10.419002532958984,44.09703560686316,27.969140699939743,25.79306071166955,325922800.0,13.938470030309363,37.935483870967744,21,55,-0.0005,-0.0009,-0.5430716978813386,20.209999084472656,0.0025,2.39
2011-03-23,10.357625961303711,24.020212203174882,26.175326116472064,25.802381429110476,372996400.0,13.856357076893682,37.74193548387097,20,55,-0.0044,0.0015,1.4098617044583364,19.170000076293945,0.0024,2.38
2011-03-24,10.534127235412598,24.75781268336706,21.14272041224521,25.812184159171114,404712000.0,14.092477906906485,37.54838709677419,19,55,-0.0042,-0.0009,1.561613106937588,18.0,0.0026,2.47
2011-03-25,10.73475170135498,19.79782041920687,28.4334,25.814095587807383,448910000.0,14.360868013822115,37.35483870967742,18,55,-0.0002,0.0043,3.119396354547384,17.90999984741211,0.003,2.44
2011-03-28,10.701157569885254,17.900971738682443,27.13281638501285,25.814096312916156,309355200.0,14.315933686833716,36.774193548387096,17,55,-0.0022,0.0003,1.6463316707000173,19.440000534057617,0.003,2.46
2011-03-29,10.71703815460205,18.260743072291817,24.35134432469612,25.780317386861203,352900800.0,14.337178616220735,36.58064516129032,16,55,-0.0024,0.0026,1.438895042261834,18.15999984741211,0.0031,2.47
2011-03-30,10.645890235900879,18.565829012548214,24.03528645375002,25.788283569592423,329406000.0,14.241989799167797,36.38709677419355,15,55,0.0006,0.0042,1.4012129583590847,17.709999084472656,0.003,2.47
2011-03-31,10.64222240447998,15.70683353349091,25.141060869764782,25.7877083570812,274019200.0,14.237086828735759,36.193548387096776,14,55,-0.0031,0.006,0.5250057222482645,17.739999771118164,0.003,2.48
2011-04-01,10.521600723266602,8.171504772409858,28.775200000000005,25.803922500434957,418661600.0,14.075728961855273,36.0,13,55,0.0021,-0.0012,-1.0060911901246743,17.399999618530273,0.0027,2.52
2011-04-04,10.418696403503418,9.053407832239762,26.33201631565303,25.826875375820435,460084800.0,13.938061768394649,35.9,12,55,-0.0012,0.0025,-1.3413462766001318,17.5,0.0024,2.54
2011-04-05,10.348467826843262,6.726333418276341,24.501058081060727,25.83797875674052,482731200.0,13.844100288722824,35.86666666666667,11,55,-0.0022,0.0048,-1.7558727451651426,17.25,0.003,2.56
2011-04-06,10.322510719299316,7.462712859068321,25.924990118171564,25.837680521860772,402539200.0,13.80938016451322,35.833333333333336,10,55,0.0064,-0.0021,-1.5476837122424256,16.899999618530273,0.0029,2.57
2011-04-07,10.323732376098633,7.693870422218358,23.6422612589569,25.830275693051835,373447200.0,13.811013212172083,35.8,9,55,-0.0019,-0.0021,-1.524368151699604,17.110000610351562,0.0027,2.59
2011-04-08,10.231511116027832,6.7747078212383,22.19817891285605,25.850698350426693,377535200.0,13.68763901318196,35.766666666666666,8,55,-0.0028000000000000004,-0.0055000000000000005,-1.4033692115458294,17.8700008392334,0.0027,2.64
2011-04-18,10.133489608764648,20.580597986830192,64.82411906802317,25.927337215007988,609898800.0,13.556506561993753,35.43333333333333,2,55,-0.0033,-0.0038,0.1767148572277386,16.959999084472656,0.0024,2.6
2011-04-19,10.317011833190918,24.07627462440817,68.09163129630728,25.347369649640537,419378400.0,13.802023795137437,35.4,1,55,-0.0018,-0.0034999999999999996,0.8457309728651863,15.829999923706055,0.0024,2.63
2011-04-20,10.455952644348145,24.58108755356116,72.37065168296867,25.23764303143569,700666400.0,13.987899065815085,35.36666666666667,0,55,-0.005699999999999999,0.0062,0.9588803977304035,15.069999694824219,0.0024,2.61
2011-04-21,10.709101676940918,23.8591326094203,21.01741626566409,25.295917960517006,753810400.0,11.898993386162651,35.333333333333336,63,55,-0.0007000000000000001,0.0032,2.735399323217323,14.6899995803833,0.0023,2.59
2011-04-25,10.779638290405273,10.192689754106665,19.45642372767354,25.29488262909582,266546000.0,11.977373758951822,35.2,61,55,-0.0004,-0.0006,3.819396321695673,15.770000457763672,0.0023,2.6
2011-04-26,10.700547218322754,19.07843329571112,21.140711296394198,25.139642841600107,338800000.0,11.889499028523764,35.166666666666664,60,55,-0.0001,0.0015,2.773935544282616,15.619999885559082,0.0022,2.58
2011-04-27,10.692301750183105,19.341790928074353,20.466077539318725,25.138777839768835,356213200.0,11.880340576171875,35.13333333333333,59,55,-0.0023,-0.0011,1.8222992018336566,15.350000381469727,0.0022,2.58
2011-04-28,10.588482856750488,21.499275516605284,27.19353630411863,25.032481862259676,360959200.0,11.764982011583117,35.1,58,55,0.0017000000000000001,-0.0012,0.6542056645141221,14.619999885559082,0.0023,2.56
2011-04-29,10.691696166992188,13.439700040917657,25.9401,24.871187018327227,1006345200.0,11.879660288492838,35.06666666666667,57,55,-0.0008,0.002,-0.0747537759128373,14.75,0.0022,2.57
2011-05-02,10.574130058288574,13.569894474550528,23.43919302449385,24.82933325570916,442713600.0,11.749034457736546,35.096774193548384,56,55,-0.002,-0.0089,-0.960931764993586,15.989999771118164,0.0022,2.56
2011-05-03,10.632760047912598,14.520297683670034,20.33529472254605,24.64663257009157,313348000.0,11.814175711737738,35.193548387096776,55,55,0.0042,-0.0103,-0.3116826172743583,16.700000762939453,0.002,2.55
2011-05-04,10.67459487915039,14.997402771583857,20.24590604885388,24.620425124116892,389250400.0,11.860660976833767,35.29032258064516,54,55,-0.001,-0.0055000000000000005,-0.07452824973220915,17.079999923706055,0.0019,2.55
2011-05-05,10.588482856750488,14.374213546524544,24.920623320396423,24.308788966008954,335969200.0,11.764982011583117,35.38709677419355,53,55,-0.0032,0.005,0.008258330557589046,18.200000762939453,0.002,2.48
2011-05-06,10.585732460021973,11.613717862891667,17.79696930192774,23.89599265452372,280134400.0,11.761927074856228,35.483870967741936,52,55,-0.0016,0.0004,-0.4960990097524695,18.399999618530273,0.0018,2.48
2011-05-09,10.614433288574219,8.552751583255342,18.837596515505748,22.759978032475455,204747200.0,11.793819003634983,35.774193548387096,51,55,-0.0049,0.0067,0.19476252531775506,17.15999984741211,0.0017000000000000001,2.48
2011-05-10,10.67093276977539,8.475996742673763,19.19864966870057,22.74703038518785,282091600.0,11.856588787502712,35.87096774193548,50,55,0.0026,0.0066,0.18351708840660647,15.90999984741211,0.0019,2.49
2011-05-11,10.60313606262207,9.146140253632776,19.408365988987494,22.66842749445867,336000000.0,11.781264411078558,35.96774193548387,49,55,-0.0042,-0.0060999999999999995,-0.3349718849913488,16.950000762939453,0.0018,2.43
2011-05-12,10.582983016967773,7.088673441915903,20.46554385458473,22.617390713962838,322000000.0,11.758867899576822,36.064516129032256,48,55,-0.0042,0.0036,-0.024170502905650794,16.030000686645508,0.0018,2.43
2011-05-13,10.397627830505371,14.367642076145417,20.906043298359474,22.6168971027217,326116000.0,11.552920871310764,36.16129032258065,47,55,-0.0033,-0.0044,-0.8938211059117815,17.06999969482422,0.0019,2.39
2011-05-23,10.211358070373535,16.806766623761614,22.84105792209533,22.164699778947615,383600000.0,11.34595341152615,37.12903225806451,41,55,0.0003,-0.0052,0.17741112068105036,18.270000457763672,0.002,2.29
2011-05-24,10.143872261047363,15.766129310411634,23.592772988422244,22.165984929262738,321927200.0,11.270972357855902,37.225806451612904,40,55,-0.0005,-0.0028000000000000004,-0.5851238492666633,17.81999969482422,0.002,2.33
2011-05-25,10.284031867980957,17.250866749164558,20.22109818518541,22.193690857629296,294224000.0,11.426701015896267,37.32258064516129,39,55,-0.0034999999999999996,0.0103,-0.44801282300144596,17.06999969482422,0.0018,2.33
2011-05-26,10.2296781539917,17.019040627570554,20.46897476358106,21.908904046113147,222560800.0,11.366310119628906,37.41935483870968,38,55,-0.0012,0.0067,-0.8122576740958947,16.09000015258789,0.0018,2.31
2011-05-27,10.303271293640137,13.958519188875302,23.9678,21.880135887346302,203599200.0,11.448077095879448,37.516129032258064,37,55,0.0023,0.0018,0.33622584602552963,15.979999542236328,0.0018,2.28
2011-05-31,10.621460914611816,24.162693310329022,20.42913225176749,22.03069851434862,417754400.0,11.801624298095703,37.903225806451616,35,55,-0.0004,0.0045000000000000005,2.0159648532215466,15.449999809265137,0.0018,2.25
2011-06-01,10.550614356994629,24.18596994973449,23.9608496268783,22.018043219910954,554682800.0,11.722905900743273,38.0,34,55,-0.0029,-0.0073,2.01289675561382,18.299999237060547,0.0018,2.22
2011-06-02,10.568634033203125,23.853956954641312,23.121505919732623,22.014057829089797,338783200.0,11.742926703559027,38.0,33,55,0.001,-0.0004,1.4025724762977765,18.09000015258789,0.0019,2.26
2011-06-03,10.487403869628906,24.590788384536193,23.759770840470388,21.843187171197016,313250000.0,11.652675204806858,38.0,32,55,0.0016,-0.0054,1.2815855871829918,17.950000762939453,0.0018,2.24
2011-06-06,10.322510719299316,28.427722477698573,24.69472951828321,21.80858128080255,461941200.0,11.469457414415148,38.0,31,55,-0.0032,-0.0024,0.12656164111040297,18.489999771118164,0.0018,2.25
2011-06-07,10.13929271697998,12.485387416583375,24.51231150280273,21.87887911435422,529785200.0,11.265881856282553,38.0,30,55,-0.001,0.0033,-2.3244878176606236,18.06999969482422,0.0018,2.25
2011-06-08,10.145397186279297,14.37314663494152,23.393229446297894,21.72233120581525,333723600.0,11.27266459994846,38.0,29,55,0.0005,-0.0073,-1.9579638261973153,18.790000915527344,0.0018,2.22
2011-06-09,10.122493743896484,12.916951318727435,23.019227899599773,21.537353561511438,275088800.0,11.24721950954861,38.0,28,55,0.0001,-0.0009,-2.157799209660911,17.770000457763672,0.0019,2.21
2011-06-10,9.951800346374512,14.131695365037825,21.640157336157483,21.585891480032092,433955200.0,11.057555940416124,38.0,27,55,0.0043,-0.0025,-2.6203385832282637,18.860000610351562,0.0019,2.2
2011-06-20,9.628722190856934,23.291061707849273,32.81542805659943,21.452554014993126,640645600.0,10.69858021206326,38.0,21,55,-0.001,0.0039000000000000003,-1.7436050698322276,19.989999771118164,0.0018,2.18
2011-06-21,9.933477401733398,32.443091218512805,25.335917487423178,21.630836664472973,493382400.0,11.03719605339898,38.0,20,55,-0.004,0.0096,-1.0496413482261935,18.860000610351562,0.0018,2.21
2011-06-22,9.851334571838379,30.775593439545258,25.67881539263161,21.620174293636993,390583200.0,10.945926242404514,38.0,19,55,0.0002,-0.001,-0.6037738996814115,18.520000457763672,0.0016,2.19
2011-06-23,10.114556312561035,36.70955292706317,28.42584558198517,21.756960346026425,559759200.0,11.238395902845594,38.0,18,55,-0.008199999999999999,0.006500000000000001,0.9881394088637738,19.290000915527344,0.0015,2.22
2011-06-24,9.96553897857666,36.59932950734998,31.8283,21.793097471432663,439807200.0,11.07282214694553,38.0,17,55,0.0008,0.0044,1.0051037349798824,21.100000381469727,0.0016,2.24
2011-06-27,10.13929271697998,32.92195157142963,26.600218021047617,21.849317536199973,339813600.0,11.265881856282553,38.0,16,55,-0.0003,0.0004,2.661248549945734,20.559999465942383,0.0018,2.28
2011-06-28,10.237618446350098,27.433530510459015,23.58790500246568,21.348635055830954,294299600.0,11.375130547417534,38.0,15,55,-0.0053,0.0044,1.5548551151143242,19.170000076293945,0.0021,2.32
2011-06-29,10.200363159179688,26.06519469666107,23.223778158177176,21.2654878597113,352545200.0,11.333740022447374,38.0,14,55,0.0066,-0.006999999999999999,1.7882236102500282,17.270000457763672,0.0019,2.4
2011-06-30,10.25013542175293,19.663713028151424,19.213962007704456,21.22656368322776,322954800.0,11.389039357503256,38.0,13,55,-0.0024,0.0018,0.6874993684504804,16.520000457763672,0.0019,2.43
2011-07-01,10.481907844543457,16.23635325955501,30.7003,21.318563145936167,435313200.0,11.64656533135308,38.0,12,55,0.0016,-0.0003,2.5696482490574346,15.869999885559082,0.002,2.45
2011-07-05,10.670321464538574,16.387728772320504,21.199557405036508,21.375387281842915,355054000.0,11.855910619099935,38.25806451612903,10,55,-0.0085,0.0023,2.5968481621143087,16.059999465942383,0.0019,2.39
2011-07-06,10.741467475891113,16.589897296378794,23.11428642360392,21.034899647961915,444626000.0,11.934963862101236,38.32258064516129,9,55,-0.0059,0.0043,2.444148168481109,16.34000015258789,0.0019,2.38
2011-07-07,10.907586097717285,11.825515531938589,25.668744631330423,21.07932415736177,399663600.0,12.119544347127277,38.38709677419355,8,55,0.0016,0.0046,3.406991909178017,15.949999809265137,0.002,2.42
2011-07-08,10.98422908782959,10.916805434082704,20.52445712144979,21.082008925581867,489633200.0,12.204705344306097,38.45161290322581,7,55,-0.0040999999999999995,0.0001,3.5151965617607734,15.949999809265137,0.0017000000000000001,2.34
2011-07-18,11.4144926071167,18.137589281972687,65.84940679309594,21.121035602359246,572653200.0,12.68276744418674,39.096774193548384,1,55,-0.0043,-0.0058,2.7712582420736487,20.950000762939453,0.0015,2.36
2011-07-19,11.507622718811035,15.469107947092976,67.51697579153875,20.99677537653106,819145600.0,12.786251703898111,39.16129032258065,0,55,-0.006500000000000001,0.0058,3.218074672519366,19.209999084472656,0.0017000000000000001,2.37
2011-07-20,11.814512252807617,18.18973778852177,30.36475442922722,21.128065973087484,941340400.0,11.964064006563984,39.225806451612904,64,55,0.0078000000000000005,-0.0032,3.9538105768263363,19.09000015258789,0.0019,2.34
2011-07-21,11.826422691345215,17.2472647905748,27.181524542770607,21.059418990585574,526534400.0,11.976127141638647,39.29032258064516,63,55,0.011000000000000001,-0.0037,4.039822782435637,17.559999465942383,0.002,2.35
2011-07-22,12.009949684143066,16.894917829809618,21.97727324189012,21.103746550354376,516728800.0,12.161973397943038,39.354838709677416,62,55,-0.0069,-0.001,3.814667128707849,17.520000457763672,0.002,2.38
2011-07-25,12.168739318847656,14.860205942351461,27.12593002239686,21.13074297673463,589806000.0,12.322772062277492,39.54838709677419,61,55,0.0014000000000000002,-0.0059,3.2546010315749205,19.350000381469727,0.002,2.45
2011-07-26,12.318670272827148,14.322437843333896,23.176304161853825,21.09130375126958,476582400.0,12.474603773672369,39.61290322580645,60,55,0.003,-0.0036,3.46436767603981,20.229999542236328,0.0021,2.42
2011-07-27,11.988265037536621,28.142726540522293,32.78384561574793,21.245077591811174,659324400.0,12.140018125123614,39.67741935483871,59,55,0.0038,-0.0077,0.7684612357598337,22.979999542236328,0.0021,2.45
2011-07-28,11.964755058288574,28.348225284414223,32.12188523457763,21.210484352919018,594034000.0,12.116210551201542,39.74193548387097,58,55,-0.0002,0.0012,0.6188055519919833,23.739999771118164,0.0021,2.46
2011-07-29,11.923835754394531,25.92570525140622,29.184900000000003,21.210695642197756,632584400.0,12.074771349943136,39.806451612903224,57,55,0.001,0.0024,-0.33566361271150513,25.25,0.002,2.44
2011-08-01,12.115299224853516,26.97029903785848,29.63951429744609,21.19780686623031,612836000.0,12.268655511397348,40.0,56,55,0.0015,-0.0016,-0.19273647660670895,23.65999984741211,0.0022,2.44
2011-08-02,11.875893592834473,26.785682887216556,32.96527456563624,21.30727170231454,639539600.0,12.026220394086234,40.03225806451613,55,55,0.0015,-0.0046,-1.8096687666099638,24.790000915527344,0.0017000000000000001,2.37
2011-08-03,11.987656593322754,21.815450866363083,28.23089914710617,21.32017410399137,732508000.0,12.139398116099683,40.064516129032256,54,55,-0.0039000000000000003,0.0026,0.016440963227707786,23.3799991607666,0.0016,2.28
2011-08-04,11.523499488830566,35.74881197700636,53.08341679779919,21.703080223283454,871407600.0,11.669370433952235,40.096774193548384,53,55,0.0037,-0.008100000000000001,-1.8361474012005408,31.65999984741211,0.0012,2.23
2011-08-05,11.408990859985352,35.579010315092624,38.7365559899292,21.719884561532414,1204590800.0,11.553413294538666,40.12903225806452,52,55,-0.0059,-0.012199999999999999,-2.164632215452502,32.0,0.0011,2.26
2011-08-08,10.785744667053223,40.46025148569732,60.80055876011694,22.465075242499903,1143833600.0,10.922274046306368,40.225806451612904,51,55,-0.0163,-0.0138,-5.727135331131683,48.0,0.0012,2.2
2011-08-09,11.420902252197266,70.4203952489381,40.42685041870098,23.129763082018474,1082583600.0,11.565472566628758,40.25806451612903,50,55,0.0070999999999999995,0.0091,-1.763225123102245,35.060001373291016,0.0011,2.2
2011-08-10,11.105767250061035,69.66760931435668,54.59233978773455,23.009905448427357,878656800.0,11.246345616594144,40.29032258064516,49,55,-0.016,-0.005,-3.628234478069687,42.9900016784668,0.0009,2.3
2011-08-11,11.41143798828125,71.128774089813,39.86457526243494,23.14762467169336,741969200.0,11.555887536157535,40.32258064516129,48,55,0.008,0.0025,-0.28960122936380306,39.0,0.001,2.28
2011-08-12,11.511898040771484,71.04044470722008,32.04815926444665,23.125674391916558,528976000.0,11.65762116637411,40.354838709677416,47,55,-0.015,-0.0023,0.6549658502542313,36.36000061035156,0.0011,2.26
2011-08-22,10.884377479553223,28.09913153887012,46.662897172532446,23.5514504792347,535315200.0,11.022152478181862,40.67741935483871,41,55,-0.0091,0.0016,-3.6183803862670043,42.439998626708984,0.0009,2.07
2011-08-23,11.408380508422852,52.66596695286007,33.25120398606567,23.847260276742436,656835200.0,11.552791354022448,40.70967741935484,40,55,-0.0077,0.0125,-0.80684246350307,36.27000045776367,0.001,2.02
2011-08-24,11.487165451049805,53.19320366866971,35.54528323777652,23.829532016780448,626267600.0,11.63257260865803,40.74193548387097,39,55,0.0101,-0.0018,-0.45349074620364893,35.900001525878906,0.0011,2.04
2011-08-25,11.412043571472168,43.379358409947926,38.69024825839215,23.810884466087305,871346000.0,11.556500784958464,40.774193548387096,38,55,0.0052,-0.0101,1.1232839449469747,39.7599983215332,0.001,2.1
2011-08-26,11.713135719299316,34.32075085825838,29.858617907476454,23.931542259976624,641477200.0,11.861405191542227,40.806451612903224,37,55,-0.01,0.0086,3.8326325175870912,35.59000015258789,0.0009,2.04
2011-08-29,11.908265113830566,32.102697712955205,30.840978531151624,23.975931447322992,405269200.0,12.058997818186313,40.903225806451616,36,55,0.0092,0.0152,4.614190727874241,32.279998779296875,0.0009,2.06
2011-08-30,11.9088716506958,20.58860550426183,29.035344391965733,23.976558803865956,417922400.0,12.059615895717958,40.935483870967744,35,55,-0.0076,0.0029,2.190379395424404,32.88999938964844,0.0009,2.05
2011-08-31,11.751304626464844,25.941679728567525,32.226994991565675,23.865582219610452,522586400.0,11.900054352192939,40.96774193548387,34,55,0.0049,-0.008100000000000001,1.175485670550437,31.6200008392334,0.001,2.05
2011-09-01,11.63526725769043,26.939348305527055,33.168714708493994,23.88713839539191,343725200.0,11.782549121711828,41.0,33,55,-0.0079,-0.0106,1.0073753185468317,31.81999969482422,0.001,2.08
2011-09-02,11.422122955322266,21.940524374199434,31.6808,23.847542168098876,438939200.0,11.566706790199762,41.96666666666667,32,55,-0.0075,-0.0076,-1.24560324668678,33.91999816894531,0.001,2.02
2011-09-06,11.595873832702637,21.06477276563853,34.48654094380667,23.880716692597222,509698000.0,11.742661874505538,45.833333333333336,30,55,-0.006500000000000001,0.0051,-1.3185275123057032,37.0,0.0013,1.93
2011-09-07,11.723822593688965,24.035865104730142,29.15263272103318,23.83052899483118,350576800.0,11.87222347983831,46.8,29,55,0.0103,0.0089,-0.7649978190802758,33.380001068115234,0.0011,1.96
2011-09-08,11.730234146118164,22.285519667137198,29.894690708635608,23.830538389310828,416158400.0,11.87872005414359,47.766666666666666,28,55,-0.0060999999999999995,-0.0074,-0.07059349076131163,34.31999969482422,0.0012,2.0
2011-09-09,11.526864051818848,24.83308668069835,34.588888629443524,23.90609242275633,564813200.0,11.672774689107001,48.733333333333334,27,55,-0.0004,-0.0018,-0.44669986542500084,38.52000045776367,0.0011,1.96
2011-09-19,12.569681167602539,11.576755592127421,33.41751242213652,23.881059587069757,823860800.0,12.728790090053895,58.4,21,55,-0.0129,-0.0051,4.075597974544506,32.72999954223633,0.0008,1.88
2011-09-20,12.625255584716797,14.220337568610889,32.719644392455415,23.882819222254128,775754000.0,12.785071843787085,59.36666666666667,20,55,0.0023,-0.0149,3.6776221988849507,32.86000061035156,0.0009,1.91
2011-09-21,12.585250854492188,19.108855991190318,35.29010287648734,23.854638031562637,605976000.0,12.74456072457229,60.33333333333333,19,55,-0.0128,-0.0033,2.9046765425011616,37.31999969482422,0.0011,1.86
2011-09-22,12.270119667053223,32.58874129623743,43.27561133478019,24.002971563594162,968480800.0,12.42543763752225,61.3,18,55,0.0045000000000000005,0.0013,1.168812669408735,41.349998474121094,0.001,1.71
2011-09-23,12.345846176147461,30.161478864557395,39.41039858882349,23.98526796823858,546277200.0,12.502128504499604,62.266666666666666,17,55,-0.0003,0.006500000000000001,0.5128313341488002,41.25,0.001,1.74
2011-09-26,12.31134033203125,19.954634767233863,38.10317783288055,23.98296337864015,812876400.0,12.467179117323477,65.16666666666667,16,55,0.0128,-0.0066,-1.0286696475576633,39.02000045776367,0.001,1.79
2011-09-27,12.191944122314453,18.612228060175546,36.0768274047996,23.95369052708571,632497600.0,12.346270597433742,66.13333333333333,15,55,-0.0059,0.0108,-1.740305360741158,37.709999084472656,0.001,1.88
